"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","IND_FOR_PRECIP"
"1301709","2022-03-28T04:00:00","-8.14","3.16",,,"1","4","2","5",,,"11",,,,,,,,,"10113",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-28T05:00:00","-8.16","3.18",,,"1","4","2","5",,,"11",,,,,,,,,"10114",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-28T06:00:00","-8.16","3.18",,,"1","4","2","5",,,"11",,,,,,,,,"10120",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-28T07:00:00","-8.17","3.18",,,"1","4","2","5",,,"11",,,,,,,,,"10130",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-28T08:00:00","-8.17","3.18",,,"1","4","2","5",,,"11",,,,,,,,,"10139",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-28T09:00:00","-8.17","3.18",,,"1","4","2","5",,,"11",,,,,,,,,"10138",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-28T10:00:00","-8.17","3.18",,,"1","4","2","5",,,"11",,,,,,,,,"10136",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-28T11:00:00","-8.17","3.18",,,"1","4","2","5",,,"11",,,,,,,,,"10134",,,"8",,,,,"9","286",,,,,,,,,,,,,"358","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-28T12:00:00","-8.17","3.18",,,"1","4","2","5",,,"11",,,,,,,,,"10129",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-28T13:00:00","-8.17","3.18",,,"1","4","2","5",,,"11",,,,,,,,,"10119",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"9HA3340","2022-03-28T13:00:00","-0.40","0.40",,,"1","6","2","5","3","4","1",,"170","4","51","1","98","3","1","10120","7","10","8","320",,"300","294","3","310","5","5","1","3","7","2",,"5","1","17","5","2","358","0","798","172","5","0",,"2","351111","11111111111111",,"5",,"1",
"1301709","2022-03-28T14:00:00","-8.17","3.19",,,"1","4","2","5",,,"11",,,,,,,,,"10113",,,"8",,,,,"9","286",,,,,,,,,,,,,"358","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-28T15:00:00","-8.17","3.19",,,"1","4","2","5",,,"11",,,,,,,,,"10110",,,"8",,,,,"9","286",,,,,,,,,,,,,"358","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-28T16:00:00","-8.17","3.19",,,"1","4","2","5",,,"11",,,,,,,,,"10109",,,"8",,,,,"9","286",,,,,,,,,,,,,"358","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-28T17:00:00","-8.17","3.19",,,"1","4","2","5",,,"11",,,,,,,,,"10111",,,"8",,,,,"9","286",,,,,,,,,,,,,"358","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-28T18:00:00","-8.17","3.19",,,"1","4","2","5",,,"11",,,,,,,,,"10119",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-28T19:00:00","-8.17","3.19",,,"1","4","2","5",,,"11",,,,,,,,,"10123",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-28T20:00:00","-8.17","3.19",,,"1","4","2","5",,,"11",,,,,,,,,"10128",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"9HA3340","2022-03-28T20:00:00","-1.30","2.30",,,"1","6","2","5","3","4","1",,"170","4","77","1","96","3","1","10112","5","10","8","270",,"260","257","3","260","5","4","4","6","4","5",,"8","2","18","8","2","358","12","798","172","5","0",,"1","211111","11141111111111",,"5",,"1",
"1301709","2022-03-28T21:00:00","-8.17","3.20",,,"1","4","2","5",,,"11",,,,,,,,,"10132",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-28T22:00:00","-8.17","3.20",,,"1","4","2","5",,,"11",,,,,,,,,"10134",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-28T23:00:00","-8.16","3.20",,,"1","4","2","5",,,"11",,,,,,,,,"10128",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-29T00:00:00","-8.15","3.20",,,"1","4","2","5",,,"11",,,,,,,,,"10123",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-29T01:00:00","-8.15","3.20",,,"1","4","2","5",,,"11",,,,,,,,,"10119",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"9HA3340","2022-03-29T01:00:00","-1.90","3.70",,,"1","6","2","5","2","4","1",,"160","4","62","1","98","3","1","10105","7","20","8","280",,"260","253","3","270","5","5","5","3","6","6",,"5","2","16","10","3","358","13","798","172","5","0",,"1","111111","11111111111111",,"5",,"1",
"1301709","2022-03-29T02:00:00","-8.14","3.20",,,"1","4","2","5",,,"11",,,,,,,,,"10111",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-29T03:00:00","-8.14","3.19",,,"1","4","2","5",,,"11",,,,,,,,,"10109",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-29T04:00:00","-8.13","3.19",,,"1","4","2","5",,,"11",,,,,,,,,"10112",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-29T05:00:00","-8.13","3.19",,,"1","4","2","5",,,"11",,,,,,,,,"10110",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-29T06:00:00","-8.13","3.18",,,"1","4","2","5",,,"11",,,,,,,,,"10111",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-29T07:00:00","-8.13","3.18",,,"1","4","2","5",,,"11",,,,,,,,,"10117",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-29T08:00:00","-8.13","3.18",,,"1","4","2","5",,,"11",,,,,,,,,"10123",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-29T09:00:00","-8.12","3.18",,,"1","4","2","5",,,"11",,,,,,,,,"10128",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-29T10:00:00","-8.12","3.18",,,"1","4","2","5",,,"11",,,,,,,,,"10127",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-29T11:00:00","-8.11","3.18",,,"1","4","2","5",,,"11",,,,,,,,,"10120",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-29T12:00:00","-8.10","3.18",,,"1","4","2","5",,,"11",,,,,,,,,"10114",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-29T13:00:00","-8.10","3.17",,,"1","4","2","5",,,"11",,,,,,,,,"10105",,,"8",,,,,"9","286",,,,,,,,,,,,,"358","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"9HA3340","2022-03-29T13:00:00","-3.30","7.10",,,"1","6","2","5","3","4","1",,"150","4","82","1","98","3","1","10097","7","20","8","290",,"280","277","3","270","5","5","7","3","7","4",,"5","3","18","10","4","358","37","798","172","5","0",,"2","111111","11111111111111",,"5",,"1",
"1301709","2022-03-29T14:00:00","-8.09","3.16",,,"1","4","2","5",,,"11",,,,,,,,,"10098",,,"8",,,,,"9","286",,,,,,,,,,,,,"358","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-29T15:00:00","-8.09","3.16",,,"1","4","2","5",,,"11",,,,,,,,,"10092",,,"8",,,,,"9","286",,,,,,,,,,,,,"358","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-29T16:00:00","-8.09","3.15",,,"1","4","2","5",,,"11",,,,,,,,,"10091",,,"8",,,,,"9","286",,,,,,,,,,,,,"358","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-29T17:00:00","-8.08","3.14",,,"1","4","2","5",,,"11",,,,,,,,,"10094",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-29T18:00:00","-8.08","3.13",,,"1","4","2","5",,,"11",,,,,,,,,"10096",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-29T19:00:00","-8.08","3.12",,,"1","4","2","5",,,"11",,,,,,,,,"10099",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-29T20:00:00","-8.08","3.12",,,"1","4","2","5",,,"11",,,,,,,,,"10103",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"9HA3340","2022-03-29T20:00:00","-4.20","9.10",,,"1","6","2","5","3","4","1",,"150","4","51","1","96","3","1","10075","4","0","8","270",,"260","257","3","270","5","4","4","6","6","5",,"10","1","18","10","2","358","49","798","172","5","0",,"1","111111","11141111111111",,"5",,"1",
"1301709","2022-03-29T21:00:00","-8.08","3.11",,,"1","4","2","5",,,"11",,,,,,,,,"10102",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-29T22:00:00","-8.07","3.11",,,"1","4","2","5",,,"11",,,,,,,,,"10100",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-29T23:00:00","-8.07","3.10",,,"1","4","2","5",,,"11",,,,,,,,,"10096",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-30T00:00:00","-8.07","3.09",,,"1","4","2","5",,,"11",,,,,,,,,"10091",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-30T01:00:00","-8.06","3.09",,,"1","4","2","5",,,"11",,,,,,,,,"10086",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-30T02:00:00","-8.06","3.07",,,"1","4","2","5",,,"11",,,,,,,,,"10082",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-30T03:00:00","-8.06","3.06",,,"1","4","2","5",,,"11",,,,,,,,,"10083",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-30T04:00:00","-8.06","3.05",,,"1","4","2","5",,,"11",,,,,,,,,"10081",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-30T05:00:00","-8.06","3.03",,,"1","4","2","5",,,"11",,,,,,,,,"10087",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","83","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-30T06:00:00","-8.06","3.02",,,"1","4","2","5",,,"11",,,,,,,,,"10091",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-30T07:00:00","-8.06","3.02",,,"1","4","2","5",,,"11",,,,,,,,,"10099",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-30T08:00:00","-8.06","3.01",,,"1","4","2","5",,,"11",,,,,,,,,"10104",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-30T09:00:00","-8.06","3.00",,,"1","4","2","5",,,"11",,,,,,,,,"10107",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","83","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-30T10:00:00","-8.07","2.99",,,"1","4","2","5",,,"11",,,,,,,,,"10105",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-30T11:00:00","-8.07","2.98",,,"1","4","2","5",,,"11",,,,,,,,,"10101",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-30T12:00:00","-8.07","2.97",,,"1","4","2","5",,,"11",,,,,,,,,"10090",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-30T13:00:00","-8.07","2.96",,,"1","4","2","5",,,"11",,,,,,,,,"10081",,,"8",,,,,"9","286",,,,,,,,,,,,,"358","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-30T14:00:00","-8.07","2.95",,,"1","4","2","5",,,"11",,,,,,,,,"10072",,,"8",,,,,"9","286",,,,,,,,,,,,,"358","82","798","172","7","0",,"2","1FFF2F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-30T15:00:00","-8.08","2.95",,,"1","4","2","5",,,"11",,,,,,,,,"10068",,,"8",,,,,"9","286",,,,,,,,,,,,,"358","82","798","172","7","0",,"2","1FFF2F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-30T16:00:00","-8.08","2.94",,,"1","4","2","5",,,"11",,,,,,,,,"10065",,,"8",,,,,"9","286",,,,,,,,,,,,,"358","82","798","172","7","0",,"2","1FFF2F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-30T17:00:00","-8.08","2.93",,,"1","4","2","5",,,"11",,,,,,,,,"10070",,,"8",,,,,"9","286",,,,,,,,,,,,,"358","82","798","172","7","0",,"2","1FFF2F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-30T18:00:00","-8.08","2.92",,,"1","4","2","5",,,"11",,,,,,,,,"10074",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"3EJ16","2022-03-30T18:00:00","-1.00","6.30",,,"1","6","2","5","6","3","1",,"340",,"51","1","98","1",,"10050","2","20","8","300","0","280","273","3","280","2","2","1","4","4","5","34","1","1","18","1","1","358","16","798","172","5","0",,"1","111421","1111A111111111",,"5",,,
"1301709","2022-03-30T19:00:00","-8.09","2.91",,,"1","4","2","5",,,"11",,,,,,,,,"10082",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-30T20:00:00","-8.09","2.90",,,"1","4","2","5",,,"11",,,,,,,,,"10087",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-30T21:00:00","-8.10","2.89",,,"1","4","2","5",,,"11",,,,,,,,,"10093",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-30T22:00:00","-8.10","2.88",,,"1","4","2","5",,,"11",,,,,,,,,"10095",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-30T23:00:00","-8.11","2.87",,,"1","4","2","5",,,"11",,,,,,,,,"10095",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-31T00:00:00","-8.11","2.87",,,"1","4","2","5",,,"11",,,,,,,,,"10093",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"3EJ16","2022-03-31T00:00:00","-1.00","4.90",,,"1","6","2","5","6","3","1",,"140",,"41","1","98","1","0","10080","4","0","8","280","0","260","252","3","280","3","2","1","4","4","5","14","6","2","23","6","2","358","14","798","172","5","0",,"1","111111","11111111111111",,"5",,"0",
"1301709","2022-03-31T01:00:00","-8.11","2.86",,,"1","4","2","5",,,"11",,,,,,,,,"10088",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-31T02:00:00","-8.11","2.85",,,"1","4","2","5",,,"11",,,,,,,,,"10086",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-31T03:00:00","-8.11","2.84",,,"1","4","2","5",,,"11",,,,,,,,,"10084",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-31T04:00:00","-8.12","2.83",,,"1","4","2","5",,,"11",,,,,,,,,"10085",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-31T05:00:00","-8.12","2.82",,,"1","4","2","5",,,"11",,,,,,,,,"10090",,,"8",,,,,"9","283",,,,,,,,,,,,,"358","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-31T06:00:00","-8.13","2.81",,,"1","4","2","5",,,"11",,,,,,,,,"10097",,,"8",,,,,"9","283",,,,,,,,,,,,,"358","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-31T07:00:00","-8.14","2.81",,,"1","4","2","5",,,"11",,,,,,,,,"10104",,,"8",,,,,"9","283",,,,,,,,,,,,,"358","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-31T08:00:00","-8.15","2.80",,,"1","4","2","5",,,"11",,,,,,,,,"10111",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-31T09:00:00","-8.16","2.79",,,"1","4","2","5",,,"11",,,,,,,,,"10117",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-31T10:00:00","-8.17","2.79",,,"1","4","2","5",,,"11",,,,,,,,,"10117",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-31T11:00:00","-8.17","2.79",,,"1","4","2","5",,,"11",,,,,,,,,"10115",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-31T12:00:00","-8.17","2.79",,,"1","4","2","5",,,"11",,,,,,,,,"10108",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"3EJ16","2022-03-31T12:00:00","-1.00","2.40",,,"1","6","2","5","6","3","1",,"170",,"72","1","98","3","2","10090","4","0","8","290","0","260","248","3","290","6","5","2","A","6","3","17","7","2","18","7","2","358","12","798","172","5","0",,"2","111111","11111111111111",,"5",,"2",
"1301709","2022-03-31T13:00:00","-8.17","2.79",,,"1","4","2","5",,,"11",,,,,,,,,"10103",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-31T14:00:00","-8.18","2.79",,,"1","4","2","5",,,"11",,,,,,,,,"10093",,,"8",,,,,"9","286",,,,,,,,,,,,,"358","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-31T15:00:00","-8.18","2.79",,,"1","4","2","5",,,"11",,,,,,,,,"10086",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-31T16:00:00","-8.19","2.78",,,"1","4","2","5",,,"11",,,,,,,,,"10084",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-31T17:00:00","-8.19","2.78",,,"1","4","2","5",,,"11",,,,,,,,,"10089",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","82","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-31T18:00:00","-8.20","2.77",,,"1","4","2","5",,,"11",,,,,,,,,"10093",,,"8",,,,,"9","285",,,,,,,,,,,,,"358","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"3EJ16","2022-03-31T18:00:00","-0.70","0.70",,,"1","6","2","5","6","3","1",,,,,"1","98","1",,"10060","1","10","8","300","0","280","273","3","280","6","6","7","4","6","6","36","1","3","18","1","2","358","0","798","172","5","0",,"1","111611","1111A111111111",,"5",,,
"9V9267","2022-03-31T18:00:00","-1.20","2.40",,,"1","6","2","5","4","2","1",,"230","3","77","1","98","3","0","10135",,,"8","290",,"260","248","1","300","2","2","3","5","0","0",,"5","1","18","10","3","358","12","798","172","5","0",,"1","113111","1111111111111A",,"5",,"0",
"1301709","2022-03-31T19:00:00","-8.21","2.77",,,"1","4","2","5",,,"11",,,,,,,,,"10099",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-31T20:00:00","-8.21","2.77",,,"1","4","2","5",,,"11",,,,,,,,,"10108",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-31T21:00:00","-8.22","2.77",,,"1","4","2","5",,,"11",,,,,,,,,"10114",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-31T22:00:00","-8.22","2.78",,,"1","4","2","5",,,"11",,,,,,,,,"10119",,,"8",,,,,"9","284",,,,,,,,,,,,,"358","82","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
