"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","IND_FOR_PRECIP"
"D5KR2","2022-03-03T12:00:00","-3.90","3.90",,,"1","5","2","5","4","3","1",,"180","4","51","1","98","2","2","10081",,,"8","300",,"280","273",,,"5",,"9","6","6","8",,"10","2","18","10","2","358","33","798","172","5","1","2","2","F11111","111111111A111A",,"5",,"1",
"1301709","2022-03-03T13:00:00","-7.88","6.83",,,"1","4","2","5",,,"11",,,,,,,,,"10104",,,"8",,,,,"9","292",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-03T14:00:00","-7.88","6.83",,,"1","4","2","5",,,"11",,,,,,,,,"10094",,,"8",,,,,"9","292",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-03T15:00:00","-7.89","6.82",,,"1","4","2","5",,,"11",,,,,,,,,"10092",,,"8",,,,,"9","291",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-03T16:00:00","-7.89","6.82",,,"1","4","2","5",,,"11",,,,,,,,,"10087",,,"8",,,,,"9","291",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"V7DJ5","2022-03-03T16:00:00","-2.90","3.60",,,"1","6","2","5","4","3","1",,"170","3","26","1","97","2","2","10080","5","10","8","300",,"280","273","1","290","5","5","1","3","4","2",,"5","2",,,,"358","23","798","172","5","1","2","2","111111","111111111111A1",,"5",,"2",
"V7DJ5","2022-03-03T17:00:00","-3.10","3.70",,,"1","6","2","5","4","3","1",,"190","3","72","1","97","2","1","10080","4","0","8","300",,"290","287","1","290","5","5","1","3","4","2",,"5","2",,,,"358","33","798","172","5","1","2","2","111111","111111111111A1",,"5",,"1",
"1301709","2022-03-03T18:00:00","-7.89","6.81",,,"1","4","2","5",,,"11",,,,,,,,,"10091",,,"8",,,,,"9","290",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"V7DJ5","2022-03-03T18:00:00","-3.30","3.70",,,"1","6","2","5","4","3","1",,"180","3","62","1","97","2","1","10080","4","0","8","300",,"280","273","1","290","5","5","8","3","2","7",,"5","2",,,,"358","33","798","172","5","1","2","1","111111","111111111111A1",,"5",,"1",
"1301709","2022-03-03T19:00:00","-7.88","6.81",,,"1","4","2","5",,,"11",,,,,,,,,"10097",,,"8",,,,,"9","290",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"V7DJ5","2022-03-03T19:00:00","-3.50","3.70",,,"1","6","2","5","4","3","1",,"190","3","77","1","97","2","2","10090","0","0","8","290",,"270","262","1","300","7","7","6","3","5","6",,,,,,,"358","33","798","172","5","1","2","1","111111","11111111111AA1",,"5",,"2",
"1301709","2022-03-03T20:00:00","-7.88","6.81",,,"1","4","2","5",,,"11",,,,,,,,,"10107",,,"8",,,,,"9","290",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"V7DJ5","2022-03-03T20:00:00","-3.70","3.80",,,"1","6","2","5","4","3","1",,"170","3","62","1","98","2","2","10090","0","0","8","280",,"270","266","1","290","6","6","6","3","7","5",,,,,,,"358","33","798","172","5","1","2","1","111111","11111111111AA1",,"5",,"2",
"1301709","2022-03-03T21:00:00","-7.88","6.80",,,"1","4","2","5",,,"11",,,,,,,,,"10112",,,"8",,,,,"9","289",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"V7DJ5","2022-03-03T21:00:00","-3.90","3.90",,,"1","6","2","5","4","3","1",,"180","3","62","1","98","2","2","10090","0","0","8","290",,"280","276","1","290","6","6","6","3","5","6",,,,,,,"358","33","798","172","5","1","2","1","111111","11111111111AA1",,"5",,"2",
"1301709","2022-03-03T22:00:00","-7.88","6.80",,,"1","4","2","5",,,"11",,,,,,,,,"10111",,,"8",,,,,"9","289",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"V7DJ5","2022-03-03T22:00:00","-4.10","4.00",,,"1","6","2","5","4","3","1",,,"3",,"1","97","2","1","10080",,,"8","290",,"280","276","1","290","6","6","4","6","6","6",,,,,,,"358","44","798","172","5","1","2","1","116611","11111111111AAA",,"5",,"1",
"1301709","2022-03-03T23:00:00","-7.88","6.80",,,"1","4","2","5",,,"11",,,,,,,,,"10105",,,"8",,,,,"9","289",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"V7DJ5","2022-03-03T23:00:00","-4.30","4.00",,,"1","6","2","5","4","3","1",,"200","3","51","1","97","2","1","10100","0","0","8","280",,"270","266","1","290","4","4","4","6","6","4",,,,,,,"358","44","798","172","5","1","2","1","111111","11111111111AA1",,"5",,"1",
"1301709","2022-03-04T00:00:00","-7.88","6.79",,,"1","4","2","5",,,"11",,,,,,,,,"10095",,,"8",,,,,"9","288",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"D5KR2","2022-03-04T00:00:00","-6.10","4.90",,,"1","5","2","5","4","3","1",,"180","4","72","1","97","2","2","10071",,,"8","280",,"250","237",,,"3",,"5","6","8","4",,"10","3","23","11","3","358","64","798","172","5","1","2","1","F11111","111111111A111A",,"5",,"1",
"1301709","2022-03-04T01:00:00","-7.88","6.79",,,"1","4","2","5",,,"11",,,,,,,,,"10091",,,"8",,,,,"9","288",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-04T02:00:00","-7.88","6.79",,,"1","4","2","5",,,"11",,,,,,,,,"10087",,,"8",,,,,"9","288",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"C6YM6","2022-03-04T02:00:00","-7.80","9.30",,,"1","6","2","5","5","3","1",,"220","4","62","1","98","2","2","10100","4","0","8","280",,"250","239","1","280","8","4","7","0","6","8",,"3","1",,,,"358","79","798","172","5","1","2","1","111111","111111111111A1",,"5",,"2",
"1301709","2022-03-04T03:00:00","-7.88","6.79",,,"1","4","2","5",,,"11",,,,,,,,,"10085",,,"8",,,,,"9","288",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-04T04:00:00","-7.88","6.79",,,"1","4","2","5",,,"11",,,,,,,,,"10087",,,"8",,,,,"9","287",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"V7DJ5","2022-03-04T04:00:00","-5.30","4.30",,,"1","6","2","5","4","3","1",,"160","3","72","1","97","2","1","10080","0","0","8","280",,"270","266","1","290","5","5","A","3","A","7",,"5","2",,,,"358","54","798","172","5","1","2","1","111111","111111111111A1",,"5",,"1",
"1301709","2022-03-04T05:00:00","-7.87","6.78",,,"1","4","2","5",,,"11",,,,,,,,,"10090",,,"8",,,,,"9","287",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"V7DJ5","2022-03-04T05:00:00","-5.50","4.30",,,"1","6","2","5","4","3","1",,"170","3","113","1","97","2","1","10080","0","0","8","270",,"260","256","1","290","6","4","8","5","4","A",,"2","2",,,,"358","54","798","172","5","1","2","1","111511","111111111111A1",,"5",,"1",
"1301709","2022-03-04T06:00:00","-7.87","6.78",,,"1","4","2","5",,,"11",,,,,,,,,"10095",,,"8",,,,,"9","287",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"C6YM6","2022-03-04T06:00:00","-8.30","8.50",,,"1","6","2","5","5","3","1",,"200","4","62","1","98","10","2","10100","4","0","8","290",,"270","263","1","280","4","4","7","2","A","A",,"10","2","22","12","3","358","88","798","172","5","1","2","2","111111","11111111111111",,"5",,"2",
"V7DJ5","2022-03-04T06:00:00","-5.60","4.40",,,"1","6","2","5","4","3","1",,"170","3","103","1","97","3","2","10080","4","0","8","300",,"280","273","1","290","5","5","7","3","6","2",,"5","3",,,,"358","54","798","172","5","1","2","2","111511","111111111111A1",,"5",,"2",
"1301709","2022-03-04T07:00:00","-7.87","6.78",,,"1","4","2","5",,,"11",,,,,,,,,"10103",,,"8",,,,,"9","287",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"V7DJ5","2022-03-04T07:00:00","-5.80","4.40",,,"1","6","2","5","4","3","1",,"180","3","87","1","97","2","1","10080","4","0","8","300",,"280","273","1","290","5","5","7","3","4","4",,"5","3",,,,"358","54","798","172","5","1","2","2","111311","111111111111A1",,"5",,"1",
"1301709","2022-03-04T08:00:00","-7.86","6.78",,,"1","4","2","5",,,"11",,,,,,,,,"10111",,,"8",,,,,"9","287",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"V7DJ5","2022-03-04T08:00:00","-6.00","4.50",,,"1","6","2","5","4","3","1",,"160","3","67","1","97","2","1","10080","0","0","8","290",,"280","276","1","300","4","4","4","6","6","4",,,,,,,"358","64","798","172","5","1","2","2","111111","11111111111AA1",,"5",,"1",
"1301709","2022-03-04T09:00:00","-7.86","6.77",,,"1","4","2","5",,,"11",,,,,,,,,"10115",,,"8",,,,,"9","288",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"V7DJ5","2022-03-04T09:00:00","-6.20","4.50",,,"1","6","2","5","4","3","1",,"160","3","67","1","97","2","1","10110","0","0","8","300",,"290","287","1","300","4","4","4","6","4","4",,,,,,,"358","64","798","172","5","1","2","2","111111","11111111111AA1",,"5",,"1",
"1301709","2022-03-04T10:00:00","-7.86","6.77",,,"1","4","2","5",,,"11",,,,,,,,,"10110",,,"8",,,,,"9","289",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"V7DJ5","2022-03-04T10:00:00","-6.40","4.60",,,"1","6","2","5","4","3","1",,"140","3","77","1","97","2","1","10110","0","0","8","300",,"290","287","1","300","6","6","4","6","6","6",,,,,,,"358","64","798","172","5","1","2","2","111111","11111111111AA1",,"5",,"1",
"1301709","2022-03-04T11:00:00","-7.86","6.77",,,"1","4","2","5",,,"11",,,,,,,,,"10105",,,"8",,,,,"9","290",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"A8IY9","2022-03-04T11:00:00","-0.50","8.20",,,"1","6","2","5","8","4","1",,"60","3","41","1","97","3",,"10130","4","0","8","300",,,,"1","280","7","4","5","6","6","3",,,,,,,"358","8","798","172","5","0",,"2","111116","1111A111111AA1",,"5",,,
"MAOR4","2022-03-04T11:00:00","-9.10","4.20",,,"1","6","2","5","7","3","1",,"140","4","87","1","98","3","2","10128","0","8","8","294",,"250","230","1","283","8","2","2","5","7","A",,"4","2","15","6","3","358","94","798","172","5","1","2","2","111111","11111111111111",,"5",,"2",
"V7DJ5","2022-03-04T11:00:00","-6.60","4.60",,,"1","6","2","5","4","3","1",,"140","3","67","1","98","2","1","10110","0","0","8","300",,"290","287","1","300","5","5","4","6","4","5",,,,,,,"358","64","798","172","5","1","2","2","111111","11111111111AA1",,"5",,"1",
"1301709","2022-03-04T12:00:00","-7.85","6.76",,,"1","4","2","5",,,"11",,,,,,,,,"10102",,,"8",,,,,"9","290",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"D5KR2","2022-03-04T12:00:00","-8.20","5.70",,,"1","5","2","5","3","3","1",,"180","4","72","1","97","1","2","10071",,,"8","300",,"260","243",,,"3",,"1","5","6","7",,"10","3","18","10","3","358","85","798","172","5","1","2","2","F11111","111111111A111A",,"5",,"1",
"1301709","2022-03-04T13:00:00","-7.85","6.75",,,"1","4","2","5",,,"11",,,,,,,,,"10097",,,"8",,,,,"9","291",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"C6YM6","2022-03-04T13:00:00","-9.20","6.80",,,"1","6","2","5","5","3","1",,"240","4","62","1","98","2","2","10100","4","0","8","300",,"250","231","1","280","7","3","7","0","6","8",,"5","1","24","5","3","358","96","798","172","5","1","2","2","113111","11111111111111",,"5",,"2",
"1301709","2022-03-04T14:00:00","-7.85","6.74",,,"1","4","2","5",,,"11",,,,,,,,,"10090",,,"8",,,,,"9","292",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-04T15:00:00","-7.85","6.74",,,"1","4","2","5",,,"11",,,,,,,,,"10086",,,"8",,,,,"9","292",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-04T16:00:00","-7.85","6.73",,,"1","4","2","5",,,"11",,,,,,,,,"10084",,,"8",,,,,"9","292",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"V7DJ5","2022-03-04T16:00:00","-7.60","4.90",,,"1","6","2","5","4","3","1",,"160","3","46","1","97","2","1","10080","5","10","8","290",,"280","276","1","290","5","5","1","3","6","2",,"7","3",,,,"358","74","798","172","5","1","2","2","111111","111111111111A1",,"5",,"1",
"1301709","2022-03-04T17:00:00","-7.85","6.73",,,"1","4","2","5",,,"11",,,,,,,,,"10084",,,"8",,,,,"9","292",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"V7DJ5","2022-03-04T17:00:00","-7.80","5.00",,,"1","6","2","5","4","3","1",,"160","3","31","1","97","2","1","10080",,,"8","290",,"280","276","1","290","5","5","1","3","6","2",,"7","3",,,,"358","75","798","172","5","1","2","2","111111","111111111111AA",,"5",,"1",
"1301709","2022-03-04T18:00:00","-7.85","6.73",,,"1","4","2","5",,,"11",,,,,,,,,"10089",,,"8",,,,,"9","291",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"C6YM6","2022-03-04T18:00:00","-9.20","5.80",,,"1","6","2","5","7","3","1",,"150","4","77","1","98","10","2","10100","4","0","8","290",,"240","220","1","280","5","5","7","2","A","A",,"10","3","12","10","4","358","95","798","172","5","1","2","1","111111","11111111111111",,"5",,"2",
"V7DJ5","2022-03-04T18:00:00","-8.00","5.00",,,"1","6","2","5","4","3","1",,"150","3","21","1","97","2","1","10080","4","0","8","280",,"250","237","1","290","5","5","1","3","7","8",,"7","3",,,,"358","85","798","172","5","1","2","1","111111","111111111111A1",,"5",,"1",
"1301709","2022-03-04T19:00:00","-7.85","6.72",,,"1","4","2","5",,,"11",,,,,,,,,"10094",,,"8",,,,,"9","291",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"V7DJ5","2022-03-04T19:00:00","-8.20","5.10",,,"1","6","2","5","4","3","1",,"150","3","26","1","97","2","1","10080","4","0","8","280",,"250","237","1","290","5","5","A","3","A","7",,"5","2",,,,"358","85","798","172","5","1","2","1","111111","111111111111A1",,"5",,"1",
"1301709","2022-03-04T20:00:00","-7.85","6.72",,,"1","4","2","5",,,"11",,,,,,,,,"10099",,,"8",,,,,"9","292",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"V7DJ5","2022-03-04T20:00:00","-8.40","5.20",,,"1","6","2","5","4","3","1",,"170","3","67","1","97","2","1","10090","0","0","8","280",,"270","266","1","290","4","4","4","6","6","6",,,,,,,"358","85","798","172","5","1","2","1","111111","11111111111AA1",,"5",,"1",
"1301709","2022-03-04T21:00:00","-7.85","6.72",,,"1","4","2","5",,,"11",,,,,,,,,"10103",,,"8",,,,,"9","292",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"V7DJ5","2022-03-04T21:00:00","-8.60","5.20",,,"1","6","2","5","4","3","1",,"170","3","87","1","98","2","2","10100","0","0","8","290",,"270","262","1","300","6","6","6","3","6","6",,,,,,,"358","85","798","172","5","1","2","1","311111","11111111111AA1",,"5",,"2",
"1301709","2022-03-04T22:00:00","-7.84","6.71",,,"1","4","2","5",,,"11",,,,,,,,,"10110",,,"8",,,,,"9","293",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"V7DJ5","2022-03-04T22:00:00","-8.80","5.30",,,"1","6","2","5","4","3","1",,"170","3","62","1","97","2","1","10100","0","0","8","280",,"270","266","1","290","4","4","4","6","4","5",,,,,,,"358","85","798","172","5","1","2","1","111111","11111111111AA1",,"5",,"1",
"1301709","2022-03-04T23:00:00","-7.84","6.71",,,"1","4","2","5",,,"11",,,,,,,,,"10106",,,"8",,,,,"9","293",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"V7DJ5","2022-03-04T23:00:00","-8.80","5.30",,,"1","6","2","5","4","3","1",,"170","3","77","1","97","2","1","10100","0","0","8","280",,"270","266","1","290","4","4","4","6","4","4",,,,,,,"358","85","798","172","5","1","2","1","111111","11111111111AA1",,"5",,"1",
"1301709","2022-03-05T00:00:00","-7.84","6.70",,,"1","4","2","5",,,"11",,,,,,,,,"10103",,,"8",,,,,"9","292",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-05T01:00:00","-7.84","6.70",,,"1","4","2","5",,,"11",,,,,,,,,"10099",,,"8",,,,,"9","292",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"C6YM6","2022-03-05T01:00:00","-8.30","4.50",,,"1","6","2","5","7","3","1",,"140","4","62","1","98","2","2","10110","4","0","8","280",,"240","224","1","280","6","3","7","0","6","8",,"3","1","15","5","2","358","84","798","172","5","1","2","1","111111","11111111111111",,"5",,"2",
"1301709","2022-03-05T02:00:00","-7.84","6.70",,,"1","4","2","5",,,"11",,,,,,,,,"10090",,,"8",,,,,"9","291",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-05T03:00:00","-7.83","6.70",,,"1","4","2","5",,,"11",,,,,,,,,"10086",,,"8",,,,,"9","291",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-05T04:00:00","-7.83","6.70",,,"1","4","2","5",,,"11",,,,,,,,,"10086",,,"8",,,,,"9","291",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"V7DJ5","2022-03-05T04:00:00","-9.90","5.60",,,"1","6","2","5","4","3","1",,"150","3","72","1","97","2","1","10100","4","0","8","270",,"240","226","1","280","8","9","A","A","A","A",,"5","2",,,,"358","95","798","172","5","1","2","1","111111","111111111131A1",,"5",,"1",
"1301709","2022-03-05T05:00:00","-7.83","6.69",,,"1","4","2","5",,,"11",,,,,,,,,"10090",,,"8",,,,,"9","291",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-05T06:00:00","-7.84","6.69",,,"1","4","2","5",,,"11",,,,,,,,,"10096",,,"8",,,,,"9","291",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-05T07:00:00","-7.84","6.69",,,"1","4","2","5",,,"11",,,,,,,,,"10102",,,"8",,,,,"9","291",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"C6YM6","2022-03-05T07:00:00","-7.50","3.40",,,"1","4","0","0","7","3","1","0","150","4","62",,,,"2","10100","4","0","0","280","0","240","224","1","280","4","4","7","2","A","A",,"10","2","38","10","3","358","73","992","114","5","1","2","2","111111","11AA1111111111",,,"1","2","4"
"1301709","2022-03-05T08:00:00","-7.84","6.68",,,"1","4","2","5",,,"11",,,,,,,,,"10108",,,"8",,,,,"9","291",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-05T09:00:00","-7.84","6.68",,,"1","4","2","5",,,"11",,,,,,,,,"10109",,,"8",,,,,"9","291",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-05T10:00:00","-7.84","6.68",,,"1","4","2","5",,,"11",,,,,,,,,"10109",,,"8",,,,,"9","292",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-05T11:00:00","-7.84","6.68",,,"1","4","2","5",,,"11",,,,,,,,,"10106",,,"8",,,,,"9","293",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"MAOR4","2022-03-05T11:00:00","-3.90","8.10",,,"1","6","2","5","7","4","1",,"140","4","82","1","98","1","6","10116","1","13","8","282",,"253","241","1","294","8","1","7","3","7","A",,"3","2","15","6","3","358","38","798","172","5","1","2","2","112111","11111111111111",,"5",,"2",
"1301709","2022-03-05T12:00:00","-7.83","6.67",,,"1","4","2","5",,,"11",,,,,,,,,"10099",,,"8",,,,,"9","294",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-05T13:00:00","-7.83","6.67",,,"1","4","2","5",,,"11",,,,,,,,,"10089",,,"8",,,,,"9","294",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"C6YM6","2022-03-05T13:00:00","-6.60","2.20",,,"1","6","2","5","7","3","1",,"140","4","62","1","98","2","2","10110","4","0","8","310",,"250","227","1","280","6","3","7","1","6","8",,"3","1","18","5","2","358","62","798","172","5","1","2","2","131112","11111111111111",,"5",,"2",
"1301709","2022-03-05T14:00:00","-7.83","6.67",,,"1","4","2","5",,,"11",,,,,,,,,"10082",,,"8",,,,,"9","296",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-05T15:00:00","-7.82","6.67",,,"1","4","2","5",,,"11",,,,,,,,,"10079",,,"8",,,,,"9","295",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-05T16:00:00","-7.82","6.67",,,"1","4","2","5",,,"11",,,,,,,,,"10074",,,"8",,,,,"9","295",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-05T17:00:00","-7.82","6.67",,,"1","4","2","5",,,"11",,,,,,,,,"10073",,,"8",,,,,"9","295",,,,,,,,,,,,,"358","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"C6YM6","2022-03-05T17:00:00","-6.00","1.30",,,"1","4","0","0","7","3","1","0","160","4","77",,"98",,"2","10100","4","0","0","300","0","250","231","1","280","5","5","7","2","A","A",,"8","3","38","10","3","358","61","992","114","5","1","2","2","111111","111A1111111111",,,"1","2","4"
"1301709","2022-03-05T18:00:00","-7.82","6.67",,,"1","4","2","5",,,"11",,,,,,,,,"10077",,,"8",,,,,"9","294",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-05T19:00:00","-7.81","6.67",,,"1","4","2","5",,,"11",,,,,,,,,"10080",,,"8",,,,,"9","294",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-05T20:00:00","-7.81","6.66",,,"1","4","2","5",,,"11",,,,,,,,,"10083",,,"8",,,,,"9","293",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-05T21:00:00","-7.81","6.66",,,"1","4","2","5",,,"11",,,,,,,,,"10090",,,"8",,,,,"9","293",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-05T22:00:00","-7.81","6.65",,,"1","4","2","5",,,"11",,,,,,,,,"10094",,,"8",,,,,"9","293",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-05T23:00:00","-7.80","6.64",,,"1","4","2","5",,,"11",,,,,,,,,"10096",,,"8",,,,,"9","293",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-06T00:00:00","-7.80","6.64",,,"1","4","2","5",,,"11",,,,,,,,,"10095",,,"8",,,,,"9","293",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-06T01:00:00","-7.80","6.64",,,"1","4","2","5",,,"11",,,,,,,,,"10092",,,"8",,,,,"9","292",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-06T02:00:00","-7.80","6.63",,,"1","4","2","5",,,"11",,,,,,,,,"10089",,,"8",,,,,"9","292",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-06T03:00:00","-7.79","6.63",,,"1","4","2","5",,,"11",,,,,,,,,"10088",,,"8",,,,,"9","292",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301709","2022-03-06T04:00:00","-7.79","6.62",,,"1","4","2","5",,,"11",,,,,,,,,"10091",,,"8",,,,,"9","292",,,,,,,,,,,,,"358","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
